param-0-nm,param-1-n,param-2-m,Rewrite-for-gen-real,Rewrite-for-gen-sys,Rewrite-for-gen-user,Rewrite-for-gen:etransitivity-for-sides-real,Rewrite-for-gen:etransitivity-for-sides-sys,Rewrite-for-gen:etransitivity-for-sides-user,Rewrite-for-gen:generalize-hyps-for-rewriting-real,Rewrite-for-gen:generalize-hyps-for-rewriting-sys,Rewrite-for-gen:generalize-hyps-for-rewriting-user,Rewrite-for-gen-skip-cbv-real,Rewrite-for-gen-skip-cbv-sys,Rewrite-for-gen-skip-cbv-user,Rewrite-lhs-for-regression-quadratic-real,Rewrite-lhs-for-regression-quadratic-sys,Rewrite-lhs-for-regression-quadratic-user,Rewrite-lhs-for-skip-cbv-regression-quadratic-real,Rewrite-lhs-for-skip-cbv-regression-quadratic-sys,Rewrite-lhs-for-skip-cbv-regression-quadratic-user,cps+cbn-regression-quadratic-real,cps+cbn-regression-quadratic-sys,cps+cbn-regression-quadratic-user,cps+cbv-regression-quadratic-real,cps+cbv-regression-quadratic-sys,cps+cbv-regression-quadratic-user,cps+lazy-regression-quadratic-real,cps+lazy-regression-quadratic-sys,cps+lazy-regression-quadratic-user,cps+native-compute-regression-quadratic-real,cps+native-compute-regression-quadratic-sys,cps+native-compute-regression-quadratic-user,cps+simpl-regression-quadratic-real,cps+simpl-regression-quadratic-sys,cps+simpl-regression-quadratic-user,cps+vm-compute-regression-quadratic-real,cps+vm-compute-regression-quadratic-sys,cps+vm-compute-regression-quadratic-user,do-reify-rhs-with:notypeclasses-refine-real,do-reify-rhs-with:notypeclasses-refine-sys,do-reify-rhs-with:notypeclasses-refine-user,do-reify-rhs-with:reify-hint-real,do-reify-rhs-with:reify-hint-sys,do-reify-rhs-with:reify-hint-user,do-rewrite-with:refine-interp-rewrite-real,do-rewrite-with:refine-interp-rewrite-sys,do-rewrite-with:refine-interp-rewrite-user,do-rewrite-with:refine-trans-real,do-rewrite-with:refine-trans-sys,do-rewrite-with:refine-trans-user,do-rewrite-with:vm-cast-no-check-real,do-rewrite-with:vm-cast-no-check-sys,do-rewrite-with:vm-cast-no-check-user,final-cbv-real,final-cbv-sys,final-cbv-user,prove-Wf-real,prove-Wf-sys,prove-Wf-user,prove-Wf-with:refine-real,prove-Wf-with:refine-sys,prove-Wf-with:refine-user,prove-Wf-with:reflexivity-real,prove-Wf-with:reflexivity-sys,prove-Wf-with:reflexivity-user,prove-Wf-with:split-real,prove-Wf-with:split-sys,prove-Wf-with:split-user,prove-Wf-with:vm-compute-real,prove-Wf-with:vm-compute-sys,prove-Wf-with:vm-compute-user,reification-real,reification-sys,reification-user,rewrite-strat(bottomup-bottomup)-regression-exponential-real,rewrite-strat(bottomup-bottomup)-regression-exponential-sys,rewrite-strat(bottomup-bottomup)-regression-exponential-user,rewrite-strat(topdown-bottomup)-regression-exponential-real,rewrite-strat(topdown-bottomup)-regression-exponential-sys,rewrite-strat(topdown-bottomup)-regression-exponential-user,rewriting-real,rewriting-sys,rewriting-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user,vm-compute-and-unify-in-rewrite-real,vm-compute-and-unify-in-rewrite-sys,vm-compute-and-unify-in-rewrite-user
16,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.,0.86,0.928,0.,0.928,,,,1.441,0.,1.441,,,
16,16,1,0.127,0.,0.127,0.,0.,0.,0.007,0.,0.007,0.12,0.,0.119,0.128,0.,0.128,0.12,0.,0.12,,,,,,,,,,,,,0.001,0.,0.001,,,,0.,0.,0.,0.06,0.,0.06,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.074,0.,0.074,2.043,0.003,2.039,2.626,0.,2.626,0.016,0.,0.016,3.438,0.,3.438,0.006,0.,0.006
17,1,17,0.128,0.,0.128,0.,0.,0.,0.007,0.,0.007,0.119,0.,0.119,0.129,0.,0.129,0.119,0.,0.119,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.061,0.,0.061,0.001,0.,0.001,0.002,0.,0.002,0.,0.,0.,0.007,0.,0.007,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.075,0.,0.075,17.073,0.015,17.057,17.124,0.015,17.107,0.017,0.,0.017,10.646,0.007,10.637,0.005,0.,0.005
17,17,1,0.132,0.003,0.128,0.,0.,0.,0.008,0.,0.008,0.118,0.,0.118,0.132,0.003,0.128,0.119,0.,0.119,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.059,0.,0.059,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.012,0.003,0.008,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.073,0.,0.073,2.675,0.,2.675,3.406,0.003,3.402,0.017,0.,0.017,4.239,0.023,4.208,0.006,0.,0.006
18,1,18,0.128,0.,0.128,0.,0.,0.,0.007,0.,0.007,0.119,0.,0.119,0.128,0.,0.128,0.119,0.,0.119,0.008,0.,0.008,,,,,,,,,,,,,,,,0.,0.,0.,0.06,0.,0.06,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.074,0.,0.074,26.329,0.075,26.253,26.053,0.007,26.044,0.016,0.,0.016,13.033,0.007,13.025,0.005,0.,0.005
18,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.594,0.011,3.583,3.589,0.,3.589,,,,3.792,0.,3.792,,,
18,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.834,0.,1.834,1.819,0.,1.819,,,,2.241,0.,2.241,,,
18,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.198,0.003,1.194,1.215,0.,1.215,,,,1.646,0.,1.646,,,
18,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.343,0.,1.343,1.457,0.,1.457,,,,2.111,0.,2.111,,,
18,18,1,0.135,0.,0.135,0.,0.,0.,0.007,0.,0.007,0.119,0.,0.119,0.136,0.,0.136,0.12,0.,0.12,0.003,0.,0.003,,,,,,,,,,,,,,,,0.,0.,0.,0.06,0.,0.06,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.009,0.,0.009,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.073,0.,0.073,3.327,0.007,3.319,4.342,0.,4.342,0.017,0.,0.017,5.084,0.,5.084,0.007,0.,0.007
19,1,19,0.127,0.,0.127,0.,0.,0.,0.007,0.,0.007,0.12,0.003,0.116,0.127,0.,0.127,0.12,0.003,0.116,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.06,0.,0.06,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.074,0.,0.074,39.459,0.023,39.434,38.563,0.084,38.479,0.017,0.,0.017,15.659,0.003,15.655,0.005,0.,0.005
19,19,1,0.129,0.,0.129,0.,0.,0.,0.007,0.,0.007,0.123,0.,0.123,0.129,0.,0.129,0.124,0.,0.123,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.059,0.,0.059,0.002,0.,0.002,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.072,0.,0.072,4.111,0.007,4.103,5.409,0.004,5.405,0.019,0.,0.019,6.116,0.011,6.104,0.007,0.,0.007
20,1,20,,,,0.,0.,0.,0.009,0.,0.009,0.122,0.,0.122,,,,0.122,0.,0.122,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.062,0.,0.062,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,,,,0.008,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.075,0.,0.075,58.78,0.156,58.545,,,,0.016,0.,0.016,18.661,0.,18.661,0.006,0.,0.006
20,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.543,0.011,6.531,,,,,,,5.424,0.,5.424,,,
20,4,5,0.128,0.,0.128,0.,0.,0.,0.007,0.,0.007,0.12,0.,0.119,0.129,0.,0.129,0.12,0.,0.12,0.002,0.,0.002,,,,,,,,,,0.002,0.,0.002,,,,0.,0.,0.,0.062,0.,0.062,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.076,0.,0.076,2.033,0.,2.03,2.099,0.,2.099,0.016,0.,0.016,2.4,0.,2.4,0.005,0.,0.005
20,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.884,0.,1.884,,,,,,,2.204,0.,2.204,,,
20,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.084,0.004,2.08,,,,,,,2.941,0.,2.941,,,
20,20,1,,,,0.,0.,0.,0.007,0.,0.007,0.121,0.,0.121,,,,0.121,0.,0.121,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.061,0.,0.061,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.074,0.,0.074,4.937,0.096,4.835,,,,0.018,0.,0.018,7.328,0.,7.328,0.007,0.,0.007
21,1,21,0.13,0.,0.13,0.,0.,0.,0.008,0.,0.008,0.123,0.,0.123,0.13,0.,0.13,0.123,0.,0.123,0.01,0.,0.01,,,,,,,,,,0.004,0.,0.004,,,,0.,0.,0.,0.062,0.,0.062,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.075,0.,0.075,,,,,,,0.017,0.,0.017,21.96,0.032,21.928,0.006,0.,0.006
21,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.681,0.,3.681,,,
21,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.639,0.,2.639,,,
21,21,1,0.13,0.,0.13,0.,0.,0.,0.008,0.,0.008,0.128,0.,0.128,0.131,0.,0.131,0.128,0.,0.128,0.004,0.,0.004,,,,,,,,,,0.002,0.,0.002,,,,0.,0.,0.,0.062,0.,0.062,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,0.011,0.,0.011,0.001,0.,0.001,0.,0.,0.,0.006,0.,0.006,0.001,0.,0.001,0.076,0.,0.076,,,,,,,0.022,0.,0.022,8.602,0.015,8.585,0.008,0.,0.008
22,1,22,0.129,0.,0.129,0.,0.,0.,0.007,0.,0.007,0.122,0.,0.121,0.129,0.,0.129,0.122,0.,0.122,0.01,0.,0.01,,,,,,,,,,,,,,,,0.,0.,0.,0.062,0.,0.062,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.075,0.,0.075,,,,,,,0.017,0.,0.017,26.05,0.,26.05,0.006,0.,0.006
22,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.53,0.,7.53,,,
22,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.189,0.015,4.173,,,
22,22,1,0.138,0.,0.138,0.,0.,0.,0.007,0.,0.007,0.123,0.,0.123,0.138,0.,0.138,0.123,0.,0.123,0.004,0.,0.004,,,,,,,,,,,,,,,,0.,0.,0.,0.063,0.,0.063,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.076,0.,0.076,,,,,,,0.024,0.,0.024,10.411,0.,10.411,0.013,0.,0.013
23,1,23,0.128,0.,0.128,0.,0.,0.,0.007,0.,0.007,0.123,0.,0.123,0.128,0.,0.128,0.123,0.,0.123,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.06,0.,0.06,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.074,0.,0.074,,,,,,,0.017,0.,0.017,30.433,0.,30.433,0.007,0.,0.007
23,23,1,0.133,0.003,0.129,0.,0.,0.,0.009,0.,0.009,0.121,0.,0.12,0.133,0.003,0.129,0.121,0.,0.121,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.06,0.003,0.056,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,0.008,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.073,0.003,0.069,,,,,,,0.019,0.,0.019,12.312,0.,12.311,0.009,0.,0.009
24,1,24,0.131,0.,0.131,0.,0.,0.,0.007,0.,0.007,,,,0.132,0.,0.132,,,,0.013,0.,0.013,,,,,,,,,,,,,,,,0.,0.,0.,0.063,0.,0.063,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.076,0.,0.076,,,,,,,0.018,0.,0.018,35.612,0.011,35.6,0.007,0.,0.007
24,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.251,0.02,10.231,,,
24,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.819,0.015,5.803,,,
24,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.336,0.,4.336,,,
24,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.728,0.011,3.716,,,
24,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.023,0.004,4.019,,,
24,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.577,0.008,5.568,,,
24,24,1,0.133,0.,0.133,0.,0.,0.,0.007,0.,0.007,,,,0.133,0.,0.133,,,,0.006,0.,0.006,,,,,,,,,,,,,,,,0.,0.,0.,0.061,0.,0.061,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.009,0.,0.009,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.074,0.,0.074,,,,,,,0.021,0.,0.021,14.542,0.019,14.522,0.01,0.,0.01
25,1,25,0.132,0.,0.132,0.,0.,0.,0.007,0.,0.007,0.122,0.,0.122,0.132,0.,0.132,0.123,0.,0.122,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.063,0.,0.063,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.076,0.,0.076,,,,,,,0.018,0.,0.018,41.385,0.,41.384,0.007,0.,0.007
25,5,5,0.13,0.003,0.126,0.,0.,0.,0.007,0.,0.007,0.122,0.,0.122,0.13,0.003,0.126,0.123,0.,0.122,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.062,0.,0.062,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.003,0.004,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.076,0.,0.076,,,,,,,0.017,0.,0.016,4.635,0.,4.635,0.006,0.,0.006
25,25,1,0.139,0.,0.139,0.,0.,0.,0.007,0.,0.007,0.123,0.,0.123,0.139,0.,0.139,0.123,0.,0.123,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.063,0.,0.063,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.009,0.,0.009,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.077,0.,0.077,,,,,,,0.024,0.,0.024,16.907,0.,16.907,0.013,0.,0.013
26,1,26,,,,0.,0.,0.,0.008,0.,0.008,0.122,0.,0.122,,,,0.123,0.,0.123,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.062,0.,0.061,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,,,,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.075,0.,0.075,,,,,,,0.017,0.,0.017,47.786,0.,47.786,0.007,0.,0.007
26,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.456,0.,13.456,,,
26,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.402,0.015,7.386,,,
26,26,1,,,,0.,0.,0.,0.007,0.,0.007,0.123,0.,0.123,,,,0.124,0.,0.123,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.06,0.,0.06,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,,,,0.009,0.,0.009,0.002,0.,0.002,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.074,0.,0.073,,,,,,,0.021,0.,0.021,19.739,0.023,19.715,0.009,0.,0.009
27,1,27,0.129,0.,0.129,0.,0.,0.,0.007,0.,0.007,0.123,0.,0.123,0.129,0.,0.129,0.123,0.,0.123,,,,,,,,,,,,,0.006,0.,0.006,,,,0.,0.,0.,0.061,0.,0.061,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.074,0.,0.074,,,,,,,0.018,0.,0.018,55.136,0.059,54.938,0.008,0.,0.008
27,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.518,0.,8.518,,,
27,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.942,0.016,5.925,,,
27,27,1,0.132,0.,0.132,0.,0.,0.,0.007,0.,0.007,0.124,0.,0.124,0.134,0.,0.134,0.124,0.,0.124,,,,,,,,,,,,,0.002,0.,0.002,,,,0.,0.,0.,0.059,0.,0.059,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.009,0.,0.009,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.073,0.,0.073,,,,,,,0.021,0.,0.021,23.252,0.024,23.228,0.01,0.,0.01
28,1,28,0.13,0.,0.13,0.,0.,0.,0.007,0.,0.007,0.122,0.,0.122,0.131,0.,0.131,0.123,0.,0.123,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.061,0.,0.061,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.074,0.,0.074,,,,,,,0.019,0.,0.019,62.494,0.,62.494,0.008,0.,0.008
28,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.624,0.,17.624,,,
28,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.135,0.,7.135,,,
28,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.843,0.,5.843,,,
28,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.703,0.004,9.699,,,
28,28,1,0.136,0.,0.136,0.001,0.,0.001,0.007,0.,0.007,0.127,0.,0.127,0.136,0.,0.136,0.127,0.,0.127,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.062,0.,0.062,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.009,0.,0.009,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.075,0.,0.075,,,,,,,0.021,0.,0.021,26.33,0.,26.329,0.01,0.,0.01
29,1,29,0.132,0.,0.132,0.,0.,0.,0.007,0.,0.007,0.124,0.,0.124,0.132,0.,0.132,0.124,0.,0.124,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.062,0.,0.062,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.075,0.,0.075,,,,,,,0.019,0.,0.019,72.486,0.052,72.434,0.008,0.,0.008
29,29,1,0.135,0.,0.135,0.,0.,0.,0.007,0.,0.007,0.126,0.,0.126,0.135,0.,0.135,0.126,0.,0.126,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.061,0.,0.061,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.009,0.,0.009,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.075,0.,0.075,,,,,,,0.021,0.,0.021,29.87,0.095,29.773,0.01,0.,0.01
30,1,30,0.136,0.,0.136,0.,0.,0.,0.007,0.,0.007,0.123,0.,0.123,0.136,0.,0.136,0.123,0.,0.123,0.016,0.,0.016,,,,,,,,,,,,,,,,0.,0.,0.,0.062,0.,0.062,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,0.011,0.,0.011,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.075,0.,0.075,,,,,,,0.023,0.,0.023,79.28,0.144,79.135,0.008,0.,0.008
30,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.512,0.032,22.48,,,
30,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.308,0.015,12.292,,,
30,5,6,0.131,0.,0.131,0.,0.,0.,0.007,0.,0.007,0.125,0.003,0.121,0.132,0.,0.132,0.126,0.003,0.122,0.003,0.,0.003,,,,,,,,,,0.002,0.,0.002,,,,0.,0.,0.,0.062,0.,0.062,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.076,0.,0.076,,,,,,,0.018,0.,0.018,7.423,0.003,7.419,0.007,0.,0.007
30,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.505,0.004,7.501,,,
30,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.343,0.004,8.339,,,
30,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.091,0.008,12.083,,,
30,30,1,0.14,0.,0.14,0.,0.,0.,0.007,0.,0.007,0.126,0.003,0.122,0.141,0.,0.141,0.126,0.003,0.122,0.007,0.,0.007,,,,,,,,,,,,,,,,0.,0.,0.,0.063,0.,0.063,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.009,0.,0.009,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.076,0.,0.076,,,,,,,0.025,0.,0.025,32.895,0.071,32.823,0.015,0.,0.015
31,1,31,0.221,0.,0.221,0.,0.,0.,0.007,0.,0.007,0.127,0.,0.127,0.221,0.,0.221,0.127,0.,0.127,0.017,0.,0.017,,,,,,,,,,,,,,,,0.,0.,0.,0.133,0.,0.132,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,0.011,0.,0.011,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.005,0.,0.005,0.146,0.,0.146,,,,,,,0.031,0.,0.031,,,,0.017,0.,0.017
31,31,1,0.134,0.,0.134,0.,0.,0.,0.007,0.,0.007,0.13,0.,0.13,0.134,0.,0.134,0.13,0.,0.13,0.089,0.,0.089,,,,,,,,,,,,,,,,0.,0.,0.,0.06,0.,0.06,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.009,0.,0.009,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.074,0.,0.074,,,,,,,0.021,0.,0.021,,,,0.011,0.,0.011
32,1,32,0.131,0.,0.131,0.,0.,0.,0.007,0.,0.007,0.126,0.003,0.122,0.131,0.,0.131,0.126,0.003,0.122,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.06,0.,0.06,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.074,0.,0.074,,,,,,,0.02,0.,0.02,,,,0.009,0.,0.009
