param 0-nm,param 1-n,param 2-m,param 3-input-size,param 4-output-size,param 5-num-rewrites,param kind,param n,Rewrite_for_gen real,Rewrite_for_gen sys,Rewrite_for_gen user,Rewrite_for_gen:etransitivity_for_sides real,Rewrite_for_gen:etransitivity_for_sides sys,Rewrite_for_gen:etransitivity_for_sides user,Rewrite_for_gen:generalize_hyps_for_rewriting real,Rewrite_for_gen:generalize_hyps_for_rewriting sys,Rewrite_for_gen:generalize_hyps_for_rewriting user,Rewrite_for_gen_skip_cbv real,Rewrite_for_gen_skip_cbv sys,Rewrite_for_gen_skip_cbv user,Rewrite_lhs_for-regression-quadratic real,Rewrite_lhs_for-regression-quadratic sys,Rewrite_lhs_for-regression-quadratic user,Rewrite_lhs_for_skip_cbv-regression-quadratic real,Rewrite_lhs_for_skip_cbv-regression-quadratic sys,Rewrite_lhs_for_skip_cbv-regression-quadratic user,autorewrite-regression-cubic real,autorewrite-regression-cubic sys,autorewrite-regression-cubic user,cbn-regression-cubic real,cbn-regression-cubic sys,cbn-regression-cubic user,cbv-regression-quadratic real,cbv-regression-quadratic sys,cbv-regression-quadratic user,cps+cbn-regression-quadratic real,cps+cbn-regression-quadratic sys,cps+cbn-regression-quadratic user,cps+cbv-regression-quadratic real,cps+cbv-regression-quadratic sys,cps+cbv-regression-quadratic user,cps+lazy-regression-quadratic real,cps+lazy-regression-quadratic sys,cps+lazy-regression-quadratic user,cps+native_compute native_compute compilation real,cps+native_compute native_compute conversion to native code real,cps+native_compute native_compute evaluation real,cps+native_compute native_compute reification real,cps+native_compute-regression-quadratic real,cps+native_compute-regression-quadratic sys,cps+native_compute-regression-quadratic user,cps+simpl-regression-quadratic real,cps+simpl-regression-quadratic sys,cps+simpl-regression-quadratic user,cps+vm_compute-regression-quadratic real,cps+vm_compute-regression-quadratic sys,cps+vm_compute-regression-quadratic user,do_reify_rhs_with:notypeclasses_refine real,do_reify_rhs_with:notypeclasses_refine sys,do_reify_rhs_with:notypeclasses_refine user,do_reify_rhs_with:reify_hint real,do_reify_rhs_with:reify_hint sys,do_reify_rhs_with:reify_hint user,do_rewrite_with:refine_interp_rewrite real,do_rewrite_with:refine_interp_rewrite sys,do_rewrite_with:refine_interp_rewrite user,do_rewrite_with:refine_trans real,do_rewrite_with:refine_trans sys,do_rewrite_with:refine_trans user,do_rewrite_with:vm_cast_no_check real,do_rewrite_with:vm_cast_no_check sys,do_rewrite_with:vm_cast_no_check user,final_cbv real,final_cbv sys,final_cbv user,lazy-regression-quadratic real,lazy-regression-quadratic sys,lazy-regression-quadratic user,native_compute(1) native_compute compilation real,native_compute(1) native_compute conversion to native code real,native_compute(1) native_compute evaluation real,native_compute(1) native_compute reification real,native_compute(1)-regression-quadratic real,native_compute(1)-regression-quadratic sys,native_compute(1)-regression-quadratic user,native_compute(2) native_compute compilation real,native_compute(2) native_compute conversion to native code real,native_compute(2) native_compute evaluation real,native_compute(2) native_compute reification real,native_compute(2)-regression-quadratic real,native_compute(2)-regression-quadratic sys,native_compute(2)-regression-quadratic user,prove_Wf real,prove_Wf sys,prove_Wf user,prove_Wf_with:refine real,prove_Wf_with:refine sys,prove_Wf_with:refine user,prove_Wf_with:reflexivity real,prove_Wf_with:reflexivity sys,prove_Wf_with:reflexivity user,prove_Wf_with:split real,prove_Wf_with:split sys,prove_Wf_with:split user,prove_Wf_with:vm_compute real,prove_Wf_with:vm_compute sys,prove_Wf_with:vm_compute user,reification real,reification sys,reification user,rewrite!-regression-cubic real,rewrite!-regression-cubic sys,rewrite!-regression-cubic user,rewrite_strat(bottomup)-regression-cubic real,rewrite_strat(bottomup)-regression-cubic sys,rewrite_strat(bottomup)-regression-cubic user,rewrite_strat(bottomup)-regression-exponential real,rewrite_strat(bottomup)-regression-exponential sys,rewrite_strat(bottomup)-regression-exponential user,"rewrite_strat(bottomup,bottomup)-regression-exponential real","rewrite_strat(bottomup,bottomup)-regression-exponential sys","rewrite_strat(bottomup,bottomup)-regression-exponential user",rewrite_strat(topdown)-regression-cubic real,rewrite_strat(topdown)-regression-cubic sys,rewrite_strat(topdown)-regression-cubic user,rewrite_strat(topdown)-regression-exponential real,rewrite_strat(topdown)-regression-exponential sys,rewrite_strat(topdown)-regression-exponential user,"rewrite_strat(topdown,bottomup)-regression-exponential real","rewrite_strat(topdown,bottomup)-regression-exponential sys","rewrite_strat(topdown,bottomup)-regression-exponential user",rewriting real,rewriting sys,rewriting user,setoid_rewrite-regression-cubic real,setoid_rewrite-regression-cubic sys,setoid_rewrite-regression-cubic user,simpl-regression-cubic real,simpl-regression-cubic sys,simpl-regression-cubic user,ssr-rewrite!-regression-cubic real,ssr-rewrite!-regression-cubic sys,ssr-rewrite!-regression-cubic user,vm_compute-regression-quadratic real,vm_compute-regression-quadratic sys,vm_compute-regression-quadratic user,vm_compute_and_unify_in_rewrite real,vm_compute_and_unify_in_rewrite sys,vm_compute_and_unify_in_rewrite user
12,3,4,,,,LiftLetsMap,,0.13,0.,0.129,0.,0.,0.,0.008,0.,0.008,0.124,0.,0.124,0.13,0.,0.13,0.124,0.,0.124,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.061,0.,0.061,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,,,,,,,,,,,,,,,,,,0.012,0.,0.012,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.002,0.,0.002,0.075,0.,0.074,,,,,,,,,,0.292,0.,0.292,,,,,,,0.296,0.,0.296,0.019,0.,0.019,0.643,0.,0.642,,,,,,,,,,0.003,0.,0.003
12,12,1,,,,LiftLetsMap,,0.126,0.,0.126,0.,0.,0.,0.008,0.,0.008,0.118,0.,0.118,0.126,0.,0.126,0.118,0.,0.118,,,,,,,,,,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.061,0.,0.061,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.074,0.,0.074,,,,,,,,,,0.451,0.,0.45,,,,,,,0.514,0.,0.514,0.015,0.,0.015,,,,,,,,,,,,,0.004,0.,0.004
13,1,13,,,,LiftLetsMap,,0.125,0.,0.125,0.,0.,0.,0.008,0.,0.008,0.119,0.,0.119,0.125,0.,0.125,0.12,0.,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.059,0.,0.059,0.003,0.,0.003,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.072,0.,0.072,,,,,,,,,,,,,,,,,,,,,,0.017,0.,0.017,4.108,0.,4.108,,,,,,,,,,0.004,0.,0.004
13,13,1,,,,LiftLetsMap,,0.127,0.,0.127,0.,0.,0.,0.007,0.,0.007,0.124,0.,0.124,0.127,0.,0.127,0.125,0.,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.062,0.,0.062,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.075,0.,0.075,,,,,,,,,,,,,,,,,,,,,,0.016,0.,0.016,1.536,0.,1.536,,,,,,,,,,0.005,0.,0.005
14,1,14,,,,LiftLetsMap,,0.128,0.,0.128,0.,0.,0.,0.008,0.,0.008,,,,0.128,0.,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.063,0.,0.063,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.076,0.,0.076,,,,,,,,,,3.429,0.,3.429,,,,,,,,,,0.015,0.,0.015,,,,,,,,,,,,,0.004,0.,0.004
14,14,1,,,,LiftLetsMap,,0.138,0.,0.138,0.,0.,0.,0.008,0.,0.008,,,,0.139,0.,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.072,0.,0.072,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.002,0.,0.002,0.085,0.,0.085,,,,,,,,,,0.729,0.004,0.725,,,,,,,,,,0.017,0.,0.017,,,,,,,,,,,,,0.005,0.,0.005
15,1,15,,,,LiftLetsMap,,0.13,0.,0.13,0.,0.,0.,0.008,0.,0.008,0.121,0.,0.121,0.13,0.,0.13,0.122,0.,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.06,0.,0.06,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.073,0.,0.073,,,,,,,,,,4.872,0.011,4.855,,,,,,,4.864,0.011,4.852,0.016,0.,0.016,,,,,,,,,,,,,0.004,0.,0.004
15,15,1,,,,LiftLetsMap,,0.129,0.,0.129,0.,0.,0.,0.008,0.,0.007,0.126,0.,0.126,0.13,0.,0.129,0.126,0.,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.062,0.,0.062,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,,,,,,,,,,,,,,,,,,0.01,0.,0.01,0.003,0.,0.003,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.075,0.,0.075,,,,,,,,,,0.918,0.,0.917,,,,,,,1.083,0.003,1.079,0.018,0.,0.018,,,,,,,,,,,,,0.005,0.,0.005
16,1,16,,,,LiftLetsMap,,0.13,0.,0.13,0.,0.,0.,0.008,0.,0.008,0.122,0.,0.122,0.13,0.,0.13,0.122,0.,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.,0.003,,,,0.,0.,0.,0.06,0.,0.06,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.011,0.,0.011,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.074,0.,0.074,,,,,,,,,,,,,,,,,,,,,,0.015,0.,0.015,,,,,,,,,,,,,0.005,0.,0.005
16,4,4,,,,LiftLetsMap,,0.129,0.,0.129,0.,0.,0.,0.008,0.,0.008,0.122,0.,0.122,0.129,0.,0.129,0.122,0.,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.,0.001,,,,0.,0.,0.,0.064,0.,0.063,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.077,0.,0.077,,,,,,,,,,,,,,,,,,,,,,0.016,0.,0.016,,,,,,,,,,,,,0.004,0.,0.004
16,16,1,,,,LiftLetsMap,,0.129,0.,0.129,0.,0.,0.,0.008,0.,0.008,0.123,0.007,0.115,0.13,0.,0.13,0.123,0.007,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.,0.001,,,,0.,0.,0.,0.059,0.,0.059,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,,,,,,,,,,,,,,,,,,0.011,0.,0.011,0.004,0.,0.004,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.073,0.,0.073,,,,,,,,,,,,,,,,,,,,,,0.02,0.,0.02,,,,,,,,,,,,,0.006,0.,0.006
17,1,17,,,,LiftLetsMap,,0.135,0.,0.135,0.,0.,0.,0.008,0.,0.008,0.123,0.,0.123,0.135,0.,0.135,0.123,0.,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.067,0.,0.067,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.08,0.,0.08,,,,,,,,,,,,,,,,,,,,,,0.018,0.,0.018,10.048,0.,10.047,,,,,,,,,,0.007,0.,0.007
17,17,1,,,,LiftLetsMap,,0.127,0.,0.126,0.,0.,0.,0.008,0.,0.008,0.133,0.003,0.129,0.127,0.,0.127,0.133,0.003,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.06,0.,0.06,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.,0.,0.,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.073,0.,0.073,,,,,,,,,,,,,,,,,,,,,,0.017,0.,0.017,3.888,0.003,3.884,,,,,,,,,,0.006,0.,0.006
18,1,18,,,,LiftLetsMap,,0.128,0.,0.128,0.,0.,0.,0.008,0.,0.008,,,,0.128,0.,0.128,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.059,0.,0.059,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.,0.,0.,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.072,0.,0.072,,,,,,,,,,,,,,,,,,,,,,0.02,0.,0.019,,,,,,,,,,,,,0.009,0.,0.009
18,18,1,,,,LiftLetsMap,,0.127,0.,0.127,0.,0.,0.,0.008,0.,0.008,,,,0.128,0.,0.127,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.059,0.,0.059,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.073,0.,0.073,,,,,,,,,,,,,,,,,,,,,,0.017,0.,0.017,,,,,,,,,,,,,0.006,0.,0.006
19,1,19,,,,LiftLetsMap,,0.126,0.,0.126,0.,0.,0.,0.008,0.,0.008,0.118,0.,0.118,0.126,0.,0.126,0.118,0.,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.061,0.,0.06,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.,0.,0.,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.074,0.,0.074,,,,,,,,,,,,,,,,,,,22.758,0.059,22.698,0.016,0.,0.016,,,,,,,,,,,,,0.005,0.,0.005
19,19,1,,,,LiftLetsMap,,0.132,0.,0.132,0.,0.,0.,0.008,0.,0.008,0.119,0.,0.119,0.133,0.,0.133,0.119,0.,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.063,0.,0.063,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,,,,,,,,,,,,,,,,,,0.009,0.,0.009,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.076,0.,0.076,,,,,,,,,,,,,,,,,,,2.437,0.003,2.433,0.019,0.,0.019,,,,,,,,,,,,,0.007,0.,0.007
20,1,20,,,,LiftLetsMap,,,,,0.,0.,0.,0.008,0.,0.008,0.121,0.,0.121,,,,0.121,0.,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.062,0.,0.062,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,0.009,0.,0.009,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.002,0.,0.002,0.075,0.,0.075,,,,,,,,,,33.233,0.044,33.189,,,,,,,,,,0.018,0.,0.018,,,,,,,,,,,,,0.006,0.,0.006
20,4,5,,,,LiftLetsMap,,0.125,0.,0.125,0.,0.,0.,0.008,0.,0.008,0.126,0.,0.126,0.125,0.,0.125,0.126,0.,0.126,,,,,,,,,,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.06,0.,0.059,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.,0.,0.,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.073,0.,0.073,,,,,,,,,,1.41,0.,1.41,,,,,,,1.389,0.,1.389,0.015,0.,0.015,2.263,0.003,2.259,,,,,,,,,,0.005,0.,0.005
20,20,1,,,,LiftLetsMap,,,,,0.,0.,0.,0.008,0.,0.008,0.124,0.,0.124,,,,0.124,0.,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.063,0.,0.063,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.076,0.,0.076,,,,,,,,,,2.456,0.,2.456,,,,,,,,,,0.019,0.,0.019,,,,,,,,,,,,,0.008,0.,0.008
21,1,21,,,,LiftLetsMap,,0.128,0.,0.128,0.,0.,0.,0.008,0.,0.008,,,,0.129,0.,0.129,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.062,0.,0.062,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.075,0.,0.075,,,,,,,,,,,,,,,,,,,,,,0.017,0.,0.017,20.851,0.048,20.781,,,,,,,,,,0.006,0.,0.006
21,21,1,,,,LiftLetsMap,,0.134,0.,0.134,0.,0.,0.,0.009,0.,0.009,,,,0.134,0.,0.134,,,,,,,,,,,,,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.063,0.,0.063,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.,0.,0.,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.076,0.,0.076,,,,,,,,,,,,,,,,,,,,,,0.018,0.,0.018,7.924,0.015,7.889,,,,,,,,,,0.007,0.,0.007
22,1,22,,,,LiftLetsMap,,0.126,0.003,0.122,0.,0.,0.,0.007,0.,0.007,0.121,0.,0.121,0.126,0.003,0.123,0.121,0.,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.058,0.,0.058,0.001,0.,0.001,0.002,0.,0.002,0.,0.,0.,0.007,0.,0.007,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.071,0.003,0.068,,,,,,,,,,,,,,,,,,,,,,0.018,0.,0.018,,,,,,,,,,,,,0.006,0.,0.006
22,22,1,,,,LiftLetsMap,,0.129,0.003,0.125,0.,0.,0.,0.008,0.,0.008,0.124,0.,0.124,0.13,0.003,0.126,0.124,0.,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.057,0.,0.057,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.,0.,0.,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.07,0.,0.07,,,,,,,,,,,,,,,,,,,,,,0.022,0.003,0.019,,,,,,,,,,,,,0.012,0.003,0.008
23,1,23,,,,LiftLetsMap,,0.126,0.,0.126,0.,0.,0.,0.008,0.,0.008,0.125,0.,0.125,0.126,0.,0.126,0.126,0.,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.059,0.,0.059,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.,0.,0.,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.073,0.,0.072,,,,,,,,,,,,,,,,,,,,,,0.017,0.,0.017,,,,,,,,,,,,,0.006,0.,0.006
23,23,1,,,,LiftLetsMap,,0.131,0.,0.131,0.,0.,0.,0.009,0.,0.009,0.121,0.,0.121,0.132,0.,0.131,0.122,0.,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.06,0.,0.06,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.073,0.,0.073,,,,,,,,,,,,,,,,,,,,,,0.019,0.,0.019,,,,,,,,,,,,,0.008,0.,0.008
24,1,24,,,,LiftLetsMap,,0.128,0.003,0.124,0.,0.,0.,0.008,0.,0.008,,,,0.128,0.003,0.124,,,,,,,,,,,,,0.013,0.,0.013,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.06,0.003,0.056,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.073,0.003,0.069,,,,,,,,,,,,,,,,,,,,,,0.018,0.,0.018,,,,,,,,,,,,,0.007,0.,0.007
24,24,1,,,,LiftLetsMap,,0.135,0.,0.135,0.,0.,0.,0.008,0.,0.008,,,,0.135,0.,0.135,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.063,0.,0.063,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.076,0.,0.076,,,,,,,,,,,,,,,,,,,,,,0.021,0.,0.021,,,,,,,,,,,,,0.01,0.,0.01
25,1,25,,,,LiftLetsMap,,0.129,0.,0.129,0.,0.,0.,0.008,0.,0.008,0.123,0.,0.123,0.13,0.,0.13,0.124,0.,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.062,0.,0.062,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.075,0.,0.075,,,,,,,,,,,,,,,,,,,,,,0.018,0.,0.018,,,,,,,,,,,,,0.007,0.,0.007
25,5,5,,,,LiftLetsMap,,0.129,0.,0.128,0.001,0.,0.001,0.008,0.,0.008,0.121,0.,0.121,0.129,0.,0.129,0.122,0.,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.061,0.,0.061,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.,0.,0.,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.074,0.,0.074,,,,,,,,,,,,,,,,,,,,,,0.017,0.,0.017,,,,,,,,,,,,,0.006,0.,0.006
25,25,1,,,,LiftLetsMap,,0.132,0.003,0.127,0.,0.,0.,0.008,0.,0.008,0.128,0.,0.128,0.132,0.003,0.128,0.129,0.,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.059,0.,0.059,0.003,0.003,0.,0.,0.,0.,0.,0.,0.,0.009,0.,0.009,,,,,,,,,,,,,,,,,,0.008,0.,0.007,0.001,0.,0.,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.072,0.,0.072,,,,,,,,,,,,,,,,,,,,,,0.022,0.003,0.018,,,,,,,,,,,,,0.009,0.,0.009
26,1,26,,,,LiftLetsMap,,,,,0.,0.,0.,0.008,0.,0.008,0.123,0.003,0.119,,,,0.123,0.003,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.063,0.003,0.059,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.076,0.003,0.072,,,,,,,,,,,,,,,,,,,,,,0.018,0.,0.018,,,,,,,,,,,,,0.007,0.,0.007
26,26,1,,,,LiftLetsMap,,,,,0.,0.,0.,0.008,0.,0.008,0.128,0.003,0.124,,,,0.129,0.003,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.066,0.003,0.062,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.079,0.003,0.075,,,,,,,,,,,,,,,,,,,,,,0.02,0.,0.02,,,,,,,,,,,,,0.009,0.,0.009
27,1,27,,,,LiftLetsMap,,0.131,0.,0.131,0.,0.,0.,0.007,0.,0.007,0.122,0.,0.122,0.132,0.,0.132,0.123,0.,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,0.,0.,0.,0.059,0.,0.059,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.,0.,0.,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.072,0.,0.072,,,,,,,,,,,,,,,,,,,,,,0.022,0.,0.022,,,,,,,,,,,,,0.011,0.,0.011
27,27,1,,,,LiftLetsMap,,0.138,0.,0.138,0.,0.,0.,0.008,0.,0.008,0.124,0.,0.124,0.138,0.,0.138,0.125,0.,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.,0.002,,,,0.,0.,0.,0.061,0.,0.061,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.014,0.,0.014,,,,,,,,,,,,,,,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.074,0.,0.074,,,,,,,,,,,,,,,,,,,,,,0.021,0.,0.021,,,,,,,,,,,,,0.009,0.,0.009
28,1,28,,,,LiftLetsMap,,0.127,0.003,0.123,0.,0.,0.,0.008,0.,0.008,,,,0.128,0.003,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.059,0.,0.058,0.001,0.001,0.,0.,0.,0.,0.,0.,0.,0.008,0.,0.008,,,,,,,,,,,,,,,,,,0.008,0.001,0.006,0.,0.,0.,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.072,0.,0.071,,,,,,,,,,,,,,,,,,,,,,0.019,0.003,0.015,,,,,,,,,,,,,0.008,0.,0.008
